sdoc,smail,snote,cdoc,cmail,cnote
175,57,36,63,144,131
125,53,35,75,78,74
114,57,31,75,68,65
118,55,33,93,144,134
114,51,45,79,144,132
166,48,33,77,146,132
107,50,32,76,144,132
126,85,31,66,144,133
124,59,34,79,123,117
106,60,44,69,126,120
172,52,55,76,146,132
118,62,34,78,147,133
109,63,63,74,144,133
142,50,42,70,144,77
124,47,39,72,145,134
