sdoc,smail,snote,cdoc,cmail,cnote
104,43,23,44,50,52
107,37,29,45,48,70
101,52,23,42,79,71
64,34,25,43,78,71
71,34,48,48,78,70
117,90,24,43,79,48
57,34,25,43,78,70
60,51,25,45,77,69
66,31,46,48,59,70
78,34,30,46,77,70
82,33,22,47,78,70
65,31,22,42,77,69
67,36,22,43,48,45
94,56,27,43,78,70
84,38,26,43,45,41
