sdoc,smail,snote,cdoc,cmail,cnote
35,17,12,19,18,14
30,18,14,19,19,9
49,17,12,14,18,15
24,14,16,23,18,18
28,18,14,12,18,9
31,15,13,20,18,18
25,16,13,23,18,10
39,18,14,12,19,9
25,19,14,17,18,15
25,19,15,14,18,15
28,17,14,16,18,15
47,46,12,11,15,15
28,20,14,15,18,15
25,18,15,18,18,15
23,17,13,11,18,14
