sdoc,smail,snote,cdoc,cmail,cnote
93,71,56,125,184,185
94,64,48,151,188,176
93,124,50,138,140,174
86,67,46,143,179,172
120,128,49,141,132,175
92,83,47,140,175,178
99,76,48,134,181,173
95,78,48,134,181,174
92,62,54,141,183,173
88,64,48,144,179,174
93,59,48,138,181,172
98,74,47,149,185,172
101,68,50,139,197,174
102,63,49,126,169,171
85,77,51,120,170,174
