sdoc,smail,snote,cdoc,cmail,cnote
128,170,63,190,202,218
139,91,61,200,223,171
158,108,58,250,170,124
183,162,66,223,150,143
137,78,66,211,167,197
134,92,53,212,158,173
144,96,55,206,257,213
122,81,54,175,373,200
138,86,57,178,239,216
136,78,55,179,226,211
123,81,68,177,218,199
123,115,67,183,228,211
120,144,138,175,178,153
141,81,71,178,238,214
146,88,81,196,244,244
