sdoc,smail,snote,cdoc,cmail,cnote
13,28,15,11,14,6
16,21,14,10,12,9
23,25,15,11,13,10
15,24,15,13,13,10
15,21,14,12,14,10
15,22,15,11,14,14
36,24,15,10,15,10
15,21,16,16,14,10
15,22,17,12,14,11
15,22,15,16,27,10
15,29,15,12,14,11
13,22,8,10,14,10
14,23,17,11,16,11
15,21,17,10,13,10
13,28,15,10,18,11
