sdoc,smail,snote,cdoc,cmail,cnote
67,25,17,26,9,6
74,27,16,20,8,5
61,22,15,34,8,5
84,28,17,31,8,5
60,31,15,22,11,5
69,24,15,21,11,7
68,22,15,32,11,5
74,40,15,25,8,5
72,27,16,26,8,6
70,32,14,30,11,9
167,27,15,40,9,6
116,32,23,24,13,6
91,25,17,23,8,5
65,24,17,27,8,8
69,26,18,25,8,7
