sdoc,smail,snote,cdoc,cmail,cnote
146,77,96,113,176,129
113,147,42,115,124,41
116,127,89,126,137,84
113,72,83,139,146,93
141,76,81,110,121,78
112,144,84,107,123,38
130,71,83,119,136,85
102,66,84,128,129,108
122,72,81,106,130,75
103,118,75,123,135,50
116,137,80,125,134,88
106,132,90,107,121,85
118,154,83,109,138,38
100,125,77,126,136,92
118,69,78,123,145,85
