sdoc,smail,snote,cdoc,cmail,cnote
77,98,68,79,90,90
74,91,60,85,100,68
141,124,59,94,71,65
74,121,61,87,80,57
83,94,53,85,91,73
81,94,83,85,116,33
82,111,59,82,92,65
83,91,82,84,97,68
77,126,64,77,81,60
79,93,56,84,92,70
80,114,61,87,94,68
80,122,56,90,93,66
75,118,60,74,91,60
88,89,78,87,100,77
77,78,62,92,107,40
