sdoc,smail,snote,cdoc,cmail,cnote
15,16,13,11,6,3
17,18,13,11,6,4
12,15,13,6,6,4
12,16,11,9,7,4
13,16,16,9,8,3
13,18,14,8,6,4
13,17,17,9,8,4
13,17,13,12,6,4
13,20,15,11,8,4
13,19,14,7,7,4
12,17,13,7,7,4
12,20,13,8,7,3
13,18,13,10,6,5
13,19,14,10,8,4
13,19,13,8,7,4
