sdoc,smail,snote,cdoc,cmail,cnote
881,276,104,94,119,96
826,244,183,105,168,99
856,356,103,127,118,110
1058,313,161,117,154,95
744,251,81,96,107,62
795,296,90,98,112,66
799,246,78,104,104,60
1085,277,86,110,103,31
741,290,80,115,135,38
785,263,52,115,62,33
752,260,100,97,120,60
860,276,87,99,105,61
816,305,78,114,126,67
884,295,77,118,114,64
800,285,102,99,102,59
