sdoc,smail,snote,cdoc,cmail,cnote
33,28,179,5,5,6
31,17,273,6,6,5
53,35,153,6,6,5
38,27,172,6,7,5
39,18,161,5,5,5
32,28,200,5,6,6
33,23,148,5,5,5
31,17,136,6,5,6
40,21,175,6,5,3
41,18,474,6,6,5
33,18,133,5,6,5
41,22,156,6,5,2
40,20,140,6,6,3
39,23,140,4,5,3
39,16,153,5,6,4
