sdoc,smail,snote,cdoc,cmail,cnote
302,116,33,31,68,41
315,108,50,39,57,39
251,118,30,31,39,19
251,102,30,41,37,19
280,102,30,36,36,19
272,106,37,34,37,20
296,93,20,29,19,10
276,103,32,31,38,21
272,106,35,32,37,20
264,98,33,30,37,20
284,122,36,30,41,18
274,97,33,33,63,39
248,114,33,33,38,21
272,106,38,34,38,19
256,113,31,31,37,20
