sdoc,smail,snote,cdoc,cmail,cnote
141,66,156,15,38,18
155,87,29,32,37,21
126,56,183,19,26,12
141,60,509,18,24,11
134,71,281,18,27,12
126,67,232,19,25,11
120,60,270,19,26,12
135,60,129,19,27,12
133,45,27,19,26,12
144,58,172,18,26,11
124,56,226,19,26,11
127,67,162,18,26,12
122,59,233,17,26,11
151,85,192,20,25,11
124,59,196,17,26,9
