sdoc,smail,snote,cdoc,cmail,cnote
38,92,177,7,12,12
35,26,200,9,13,13
39,30,216,9,13,13
41,23,160,8,12,12
52,28,250,12,11,11
45,23,164,9,13,12
30,28,186,10,13,12
28,27,160,8,13,13
26,31,128,8,13,7
36,25,211,8,13,10
41,20,130,12,13,6
35,56,210,8,12,9
109,38,178,9,13,10
43,30,181,8,14,10
47,27,155,8,14,10
