sdoc,smail,snote,cdoc,cmail,cnote
142,68,220,32,74,50
217,108,215,49,79,50
134,63,188,36,57,51
139,81,247,38,59,50
144,73,31,33,55,50
156,61,223,33,57,50
266,68,251,33,56,50
155,71,197,34,55,49
136,57,146,36,57,50
156,89,152,37,60,49
150,72,161,33,58,50
148,63,145,32,57,50
151,63,227,36,54,49
157,67,140,37,56,29
131,68,211,30,56,49
