sdoc,smail,snote,cdoc,cmail,cnote
497,155,55,115,121,118
501,154,58,145,141,126
450,151,54,144,120,115
488,172,59,131,149,171
507,150,48,135,127,167
488,149,49,137,173,168
484,176,50,157,185,171
511,154,55,138,135,170
548,155,49,137,109,176
492,220,55,142,122,169
545,184,52,144,120,173
422,207,54,124,116,113
516,253,57,147,121,180
547,161,51,149,123,173
547,193,56,133,139,173
